id,name,one_line_profile,detailed_description,domains,subtask_category,application_level,primary_language,repo_url,help_website,license,tags
147,retrosynthesis_planner,General purpose retrosynthesis planner,A Python-based planner for performing retrosynthetic analysis to identify potential synthetic routes for target molecules.,Chemistry,retrosynthesis_planning,solver,Python,https://github.com/frnsys/retrosynthesis_planner,,GPL-3.0,retrosynthesis;planning
148,Syntheseus,Standardized package for retrosynthetic planning algorithms,"A library that provides a unified interface for various retrosynthesis planning algorithms and reaction models, facilitating benchmarking and development.",Chemistry,retrosynthesis_planning;benchmarking,library,Python,https://github.com/microsoft/syntheseus,,MIT,benchmarking;retrosynthesis;standardization
149,LightZero,Unified benchmark and library for Monte Carlo Tree Search (MCTS),"A comprehensive MCTS library designed for general sequential decision scenarios, widely applicable to scientific planning tasks like molecular design and retrosynthesis.",Computer Science;Chemistry,search_algorithm;planning,library,Python,https://github.com/opendilab/LightZero,https://opendilab.github.io/LightZero/,Apache-2.0,mcts;reinforcement-learning;decision-making
150,RAscore,Retrosynthetic Accessibility (RA) score calculator,"A machine learning model to estimate the retrosynthetic accessibility (feasibility of synthesis) of chemical compounds, trained on CASP data.",Chemistry,synthetic_accessibility_scoring,library,Python,https://github.com/reymond-group/RAscore,,MIT,scoring;accessibility;machine-learning
151,ChemTS,Molecule design using Monte Carlo Tree Search,A tool for de novo molecule design that combines Monte Carlo Tree Search with a recurrent neural network to generate novel chemical structures.,Chemistry,molecular_generation;search_algorithm,solver,Python,https://github.com/tsudalab/ChemTS,,MIT,mcts;de-novo-design;rnn
152,DP-ChemTS,Distributed parallel framework for ChemTS,"A distributed version of the ChemTS molecule design algorithm, enabling parallelized Monte Carlo Tree Search for accelerated discovery.",Chemistry,molecular_generation;search_algorithm,solver,Python,https://github.com/tsudalab/DP-ChemTS,,MIT,distributed-computing;mcts;parallelization
153,GraphRetro,Graph-based models for retrosynthesis prediction,Implementation of graph neural network models for predicting retrosynthetic disconnections and reactants.,Chemistry,retrosynthesis_prediction,solver,Python,https://github.com/vsomnath/graphretro,,MIT,gnn;graph-neural-networks;retrosynthesis
154,ASKCOSv2 (Mirror),Mirror of the ASKCOSv2 synthesis planning platform,"A mirror of the ASKCOSv2 project, providing computer-aided synthesis planning capabilities with specific customizations (Chemhacktica-flavored).",Chemistry;C3;C3-04,synthesis_planning;retrosynthesis,platform,Python,https://github.com/FourThievesVinegar/ASKCOSv2,,None,casp;mirror;synthesis
155,askcos2_core (Mirror),Mirror of the core library for ASKCOSv2,"A mirror of the askcos2-core package, providing the underlying algorithms and logic for the ASKCOSv2 synthesis planning system.",Chemistry;C3;C3-04,synthesis_planning;backend,library,Python,https://github.com/FourThievesVinegar/askcos2_core,,MIT,core;synthesis;mirror
156,RDTool,Optimized Reaction Decoder Tool for atom mapping,"An optimized version of the Reaction Decoder Tool (RDTool) used for reaction atom mapping and analysis, essential for reaction data processing.",Chemistry;C3,atom_mapping;reaction_analysis,solver,Java,https://github.com/Laboratoire-de-Chemoinformatique/RDTool,,LGPL-2.1,atom-mapping;reaction-decoder;java
157,MANULS,Electrostatic catalysis optimization program,A program designed to find the smallest electric field required to remove the reaction barrier for electrostatic catalysis of chemical reactions.,Chemistry;C3-04,catalysis_optimization;reaction_barrier_analysis,solver,Python,https://github.com/MSeveri96/MANULS,,LGPL-2.1,catalysis;electrostatics;reaction-barrier
158,ReactiveDynamics.jl,Julia package for reaction network dynamical systems,A Julia package implementing a category of reaction (transportation) network-type dynamical systems for modeling reactive dynamics.,Chemistry;C3,reaction_dynamics;network_modeling,library,Julia,https://github.com/Merck/ReactiveDynamics.jl,,NOASSERTION,julia;dynamics;reaction-network
159,aizynthfinder,Retrosynthetic planning tool,A tool for retrosynthetic planning that uses neural networks and tree search algorithms to suggest synthesis routes for target molecules.,Chemistry;C3;C3-04,retrosynthesis;route_planning,solver,Python,https://github.com/MolecularAI/aizynthfinder,https://molecularai.github.io/aizynthfinder/,MIT,retrosynthesis;ai-planning;cheminformatics
160,AARON,Automated Reaction Optimizer for New catalysts,"A tool that automates DFT optimizations of transition state (TS) structures for asymmetric catalytic reactions, facilitating catalyst discovery.",Chemistry;C3-04,reaction_optimization;ts_search;dft_automation,solver,Perl,https://github.com/QChASM/Aaron,,GPL-3.0,catalysis;dft;optimization
161,AROPS,Automated Reaction Optimization with Parallelized Scheduling,A framework for automated reaction optimization that employs parallelized scheduling to efficiently explore reaction conditions.,Chemistry;C3-04,reaction_optimization;process_scheduling,framework,Python,https://github.com/Ruan-Yixiang/AROPS,,MIT,automation;optimization;scheduling
162,SA_score,Synthetic Accessibility score calculator,"A standalone implementation for calculating the Synthetic Accessibility (SA) score of molecules, used to estimate the difficulty of synthesizing a compound.",Chemistry;C3-04,feasibility_scoring;synthetic_accessibility,library,Python,https://github.com/UnixJunkie/SA_score,,None,sa-score;cheminformatics;feasibility
163,pyGSM,Reaction path optimization and discovery tool,A Python tool for thermal and photochemical reaction path optimization and discovery using the Growing String Method (GSM).,Chemistry;C3,reaction_path_optimization;mechanism_discovery,solver,Python,https://github.com/ZimmermanGroup/pyGSM,,MIT,gsm;reaction-path;photochemistry
164,precomplex_generator,Input structure generator for TS searches,A tool for generating suitable precomplex input structures for automated transition-state (TS) searches based on single-ended reaction path optimization algorithms.,Chemistry;C3,ts_search;structure_generation,solver,Python,https://github.com/basf/precomplex_generator,,GPL-3.0,transition-state;computational-chemistry;automation
165,reacnetgenerator,Reaction network generator for MD simulations,An automatic reaction network generator designed for analyzing reactive molecular dynamics simulations and extracting reaction networks.,Chemistry;C3,reaction_network_generation;md_analysis,library,Python,https://github.com/deepmodeling/reacnetgenerator,,LGPL-3.0,molecular-dynamics;reaction-network;analysis
166,EDBO+,Bayesian reaction optimization tool,"EDBO+ (Experimental Design via Bayesian Optimization) is a tool for chemical synthesis optimization, utilizing Bayesian optimization to recommend experimental conditions.",Chemistry;C3-04,reaction_optimization;experimental_design,solver,Python,https://github.com/doyle-lab-ucla/edboplus,,MIT,bayesian-optimization;synthesis;automation
167,CrossSpeciesWorkflow,CWL workflow for protein structure and phenotype prediction,"A Common Workflow Language (CWL) workflow that integrates multiple third-party prediction methods for protein secondary structure, solvent accessibility, and modifications.",Biology;Chemistry,structure_prediction;property_prediction,workflow,Python,https://github.com/eliza-m/CrossSpeciesWorkflow,,None,cwl;protein-structure;workflow
168,pysisyphus,Reaction path and stationary point optimization suite,A Python suite for the optimization of stationary points on ground- and excited-state potential energy surfaces and the determination of reaction paths.,Chemistry;C3,reaction_path_optimization;pes_exploration,library,Python,https://github.com/eljost/pysisyphus,https://pysisyphus.readthedocs.io/,GPL-3.0,quantum-chemistry;optimization;reaction-path
169,RNAsnap2,RNA solvent accessibility prediction tool,A tool for single-sequence and profile-based prediction of RNA solvent accessibility using dilated convolution neural networks.,Biology;Chemistry,rna_structure_prediction;solvent_accessibility,solver,Perl,https://github.com/jaswindersingh2/RNAsnap2,,MPL-2.0,rna;deep-learning;structure-prediction
170,SYBA,Synthetic Bayesian Accessibility scoring tool for organic compounds,A classification tool that calculates a score (SYBA) to estimate the synthetic accessibility of organic molecules based on the distribution of substructures in easy-to-synthesize and hard-to-synthesize datasets.,C3;C3-04,synthetic_accessibility_scoring;feasibility_analysis,library,Python,https://github.com/lich-uct/syba,,GPL-3.0,synthetic-accessibility;scoring-function;cheminformatics
171,ChemOpt,Deep reinforcement learning framework for chemical reaction optimization,"A framework that utilizes deep reinforcement learning to optimize chemical reaction conditions, aiming to maximize yield or other objectives through automated exploration of the parameter space.",C3;C3-04,reaction_optimization;condition_recommendation,solver,Python,https://github.com/lightingghost/chemopt,,MIT,reinforcement-learning;reaction-optimization;automation
172,RAScore,Tool for analyzing and classifying RAS protein structures,"A specialized tool designed to analyze the structures of RAS proteins, facilitating the classification and study of this critical protein family in biology.",Biology,protein_structure_analysis;structural_biology,library,Python,https://github.com/mitch-parker/rascore,,Apache-2.0,ras-protein;structure-analysis;bioinformatics
173,AZURE2,R-Matrix minimization code for nuclear astrophysics reaction analysis,"A specialized code for the analysis of complex multi-level multi-channel nuclear reactions, optimized for low energy charged particle reactions relevant to stellar nucleosynthesis.",Physics;Nuclear Astrophysics,nuclear_reaction_analysis;r-matrix_calculation,solver,C++,https://github.com/rdeboer1/AZURE2,https://azure.nd.edu/,None,nuclear-physics;astrophysics;reaction-analysis
174,CORDA,Cost Optimization Reaction Dependency Assessment for metabolic models,"A Python implementation for reconstructing genome-scale metabolic models using the CORDA algorithm, which assesses reaction dependencies to build concise metabolic networks.",Biology;Systems Biology,metabolic_model_reconstruction;network_analysis,library,Python,https://github.com/resendislab/corda,,MIT,metabolic-modeling;systems-biology;reconstruction
175,Summit,Machine learning platform for chemical reaction optimization,"A comprehensive toolkit for optimizing chemical reactions, providing interfaces for various machine learning algorithms and benchmarks to accelerate the discovery of optimal reaction conditions.",C3;C3-04,reaction_optimization;experimental_design,platform,Python,https://github.com/sustainable-processes/summit,https://summit.readthedocs.io/,MIT,reaction-optimization;bayesian-optimization;machine-learning
176,gopt,Library for molecular geometry optimization and reaction pathway determination,"A Python library designed for optimizing molecular structures and finding chemical reaction pathways, suitable for computational chemistry workflows.",Chemistry;C3,geometry_optimization;reaction_pathway_analysis,library,Python,https://github.com/theochem/gopt,,LGPL-3.0,computational-chemistry;geometry-optimization;reaction-pathway
177,um6p-chemistry-kg,NLP pipeline for constructing chemistry knowledge graphs from abstracts,A project utilizing NLP and graph techniques to extract information from chemistry research paper abstracts and construct a domain-specific knowledge graph.,Chemistry;C3-05,knowledge_graph_construction;information_extraction;nlp,workflow,Jupyter Notebook,https://github.com/AnasAito/um6p-chemistry-kg,,None,knowledge-graph;nlp;chemistry-abstracts
178,2pSAM_recon,Reconstruction pipeline for two-photon synthetic aperture microscopy,A MATLAB-based reconstruction pipeline for two-photon synthetic aperture microscopy (2pSAM) incorporating digital adaptive optics (DAO).,Physics;Biology,image_reconstruction;microscopy;adaptive_optics,workflow,MATLAB,https://github.com/BBNCELi/2pSAM_recon,,None,microscopy;image-processing;matlab
179,cmc-knowledge-graph-setup,"Infrastructure for Chemistry, Manufacturing and Control (CMC) Knowledge Graph","A setup for creating and managing a Knowledge Graph focused on Chemistry, Manufacturing, and Control (CMC), including data integration and ontology management.",Chemistry;C3-05,knowledge_graph_construction;data_integration,platform,,https://github.com/Bayer-Group/cmc-knowledge-graph-setup,,BSD-3-Clause,knowledge-graph;cmc;ontology
180,ChemEagle,Multi-agent system for information extraction from chemical literature,"A multi-agent framework designed to extract versatile information from chemical literature, enabling automated knowledge acquisition.",Chemistry;C3-05,information_extraction;literature_mining;multi_agent_system,solver,Python,https://github.com/CYF2000127/ChemEagle,,MIT,llm;agents;literature-extraction
181,ChemDataExtractor,Automated extraction of chemical property information from scientific documents,"A toolkit for extracting chemical names, properties, and spectra from scientific text using NLP and rule-based methods.",Chemistry;C3-05,information_extraction;text_mining;property_extraction,library,Python,https://github.com/CambridgeMolecularEngineering/chemdataextractor,http://chemdataextractor.org,MIT,nlp;chemical-extraction;text-mining
182,ChemDataExtractor2,Updated pipeline for chemical property extraction from text,"Version 2.0 of ChemDataExtractor, offering improved capabilities for mining chemical information from scientific literature.",Chemistry;C3-05,information_extraction;text_mining,library,HTML,https://github.com/CambridgeMolecularEngineering/chemdataextractor2,,NOASSERTION,nlp;chemistry;extraction
183,ChemLLMBench,Benchmark suite for Large Language Models in chemistry tasks,A comprehensive benchmark evaluating the performance of Large Language Models across eight different chemistry-related tasks.,Chemistry;C3,benchmarking;model_evaluation,solver,Jupyter Notebook,https://github.com/ChemFoundationModels/ChemLLMBench,,None,benchmark;llm;chemistry
184,DeepTrack2,Deep learning library for particle tracking and image analysis,"A modular Python library for generating, manipulating, and analyzing image data pipelines, specifically designed for deep learning in experimental imaging and particle tracking.",Physics;Biology,image_analysis;particle_tracking;simulation,library,Jupyter Notebook,https://github.com/DeepTrackAI/DeepTrack2,https://deeptrack-20.readthedocs.io/,MIT,microscopy;deep-learning;tracking
185,chemdataextractorTADF,Specialized extractor for TADF material properties,A modified version of ChemDataExtractor tailored for extracting properties of thermally-activated delayed fluorescent (TADF) materials from literature.,Chemistry;Materials Science;C3-05,information_extraction;property_extraction,solver,HTML,https://github.com/Dingyun-Huang/chemdataextractorTADF,,NOASSERTION,tadf;materials-science;extraction
186,pyopsin,Python wrapper for OPSIN chemical nomenclature parser,"A Python interface to OPSIN (Open Parser for Systematic IUPAC nomenclature), allowing conversion of IUPAC names to chemical structures.",Chemistry;C3,chemical_name_parsing;structure_conversion,library,Python,https://github.com/Dingyun-Huang/pyopsin,,MIT,iupac;opsin;nomenclature
187,ASKCOSv2,Mirror of the ASKCOSv2 synthesis planning project,"A repository containing the code for ASKCOSv2, a platform for computer-aided synthesis planning and chemical reactivity prediction.",Chemistry;C3,synthesis_planning;retrosynthesis,platform,,https://github.com/FourThievesVinegar/ASKCOSv2,,None,casp;retrosynthesis;askcos
188,global-chem,Knowledge graph and toolkit for common chemical names,"A software toolkit and knowledge graph mapping common chemical names to their molecular definitions and SMILES strings, accessible via Python.",Chemistry;C3-05,knowledge_graph_access;chemical_normalization,library,Jupyter Notebook,https://github.com/Global-Chem/global-chem,https://global-chem.github.io/Global-Chem/,MPL-2.0,knowledge-graph;chemical-names;dictionary
189,Retrieval-Retro,Retrieval-based inorganic retrosynthesis tool,"Implementation of a retrieval-augmented generation approach for inorganic retrosynthesis, incorporating expert knowledge.",Chemistry;C3;C3-05,retrosynthesis;rag;inorganic_chemistry,solver,Python,https://github.com/HeewoongNoh/Retrieval-Retro,,None,retrosynthesis;rag;inorganic
190,py2opsin,Simple Python interface to OPSIN,"A lightweight Python wrapper for the OPSIN Java library, enabling systematic IUPAC nomenclature parsing to chemical structures.",Chemistry;C3,chemical_name_parsing;structure_conversion,library,Python,https://github.com/JacksonBurns/py2opsin,https://pypi.org/project/py2opsin/,MIT,opsin;iupac;wrapper
191,Bio-Domain-Transfer,Named Entity Recognition under domain shift for life sciences,"Implementation of metric learning approaches for Named Entity Recognition (NER) in life sciences, specifically handling domain shifts.",Biology;Chemistry;C3-05,named_entity_recognition;nlp;domain_adaptation,solver,Python,https://github.com/Lhtie/Bio-Domain-Transfer,,None,ner;bio-nlp;metric-learning
192,ZOSPy,Python wrapper for Zemax OpticStudio API,"A Python library providing an intuitive interface to the Zemax OpticStudio API via .NET, facilitating optical simulations and analysis.",Physics;Optics,optical_simulation;api_wrapper,library,Python,https://github.com/MREYE-LUMC/ZOSPy,https://zospy.readthedocs.io/,MIT,optics;zemax;simulation
193,organic-chemistry-reaction-prediction-using-NMT,Reaction prediction using Neural Machine Translation,An implementation of organic chemistry reaction prediction using Neural Machine Translation (NMT) models with attention mechanisms.,Chemistry;C3,reaction_prediction;nmt,solver,Python,https://github.com/ManzoorElahi/organic-chemistry-reaction-prediction-using-NMT,,None,reaction-prediction;nmt;deep-learning
194,Material-Knowledge-Graph,Large-scale knowledge graph for material science,"A project providing a large-scale Knowledge Graph for material science, likely including scripts for construction or querying.",Materials Science;C3-05,knowledge_graph;materials_informatics,dataset,Jupyter Notebook,https://github.com/MasterAI-EAM/Material-Knowledge-Graph,,None,knowledge-graph;materials-science
195,PyRhO,Virtual optogenetics laboratory simulation tool,"A Python module for simulating optogenetic tools and neurons, acting as a virtual laboratory for experimental planning and analysis.",Biology;Neuroscience,simulation;optogenetics;neuron_modeling,library,Python,https://github.com/ProjectPyRhO/PyRhO,http://www.imperial.ac.uk/a-z-research/computational-neuroscience/software-and-data/pyrho/,BSD-3-Clause,optogenetics;neuroscience;simulation
196,BandgapDatabase1,Code for generating a bandgap database using ChemDataExtractor,Scripts and tools to generate a database of bandgap values from literature using ChemDataExtractor.,Materials Science;Chemistry;C3-05,information_extraction;database_generation;property_mining,solver,Python,https://github.com/QingyangDong-qd220/BandgapDatabase1,,MIT,bandgap;extraction;materials
197,OPSIN,Open Parser for Systematic IUPAC Nomenclature to structure conversion,"A Java library for converting IUPAC chemical nomenclature into semantic chemical structures (CML, SMILES, InChI). It supports a wide range of organic and inorganic nomenclature.",C3;C3-05,data_processing;normalization;structure_conversion,library,Java,https://github.com/dan2097/opsin,https://opsin.ch.cam.ac.uk/,MIT,iupac;cheminformatics;name-to-structure
198,Patent Reaction Extraction,Text mining toolkit for extracting chemical reactions from patents,"A Java-based system for extracting chemical reaction information from patent text, including reactants, products, and conditions. It is designed to handle the complex linguistic structures found in patent literature.",C3;C3-05,extraction;text_mining;patent_analysis,solver,Java,https://github.com/dan2097/patent-reaction-extraction,,MIT,text-mining;patents;reaction-extraction
199,ReactionDataExtractor v2,Toolkit for extraction of information from chemical reaction schemes,"An updated version of ReactionDataExtractor designed to automatically extract chemical reaction schemes and associated data from scientific literature, facilitating the creation of reaction databases.",C3;C3-05,extraction;text_mining;reaction_schemes,library,Python,https://github.com/dmw51/reactiondataextractor2,,MIT,reaction-extraction;cheminformatics;literature-mining
200,MSTM-Spectrum,Wrapper for Multiple Sphere T-Matrix code for SPR spectrum calculation,"A Python wrapper for the Multiple Sphere T-Matrix (MSTM) code and Mie theory, used to calculate Surface Plasmon Resonance (SPR) spectra and fit them to experimental data.",C3;Physics,simulation;spectroscopy;fitting,solver,Python,https://github.com/lavakyan/mstm-spectrum,,GPL-3.0,t-matrix;plasmon-resonance;spectroscopy
201,LBNLP,NLP tools for materials science and chemistry from LBNL,"A collection of Natural Language Processing tools specifically designed for materials science and chemistry text mining, developed by the Lawrence Berkeley National Lab.",C3;C3-05;Materials,nlp;text_mining;extraction,library,Python,https://github.com/lbnlp/lbnlp,,BSD-2-Clause,nlp;materials-science;text-mining
202,PatentChem,Tool for downloading patents and finding related molecules,"A tool that automates the downloading of USPTO patents and identifies molecules related to specific keyword queries, facilitating chemical patent analysis.",C3;C3-05,retrieval;patent_mining;molecule_identification,solver,Python,https://github.com/learningmatter-mit/PatentChem,,MIT,patents;uspto;molecule-mining
203,Bio-NER,Biomedical Named Entity Recognition for diseases and chemicals,"A library for Biomedical Named Entity Recognition (NER) and Normalization, focusing on diseases, chemicals, and genetic entities using state-of-the-art models.",C3;C3-05;Biology,ner;entity_extraction;normalization,library,Jupyter Notebook,https://github.com/librairy/bio-ner,,Apache-2.0,ner;biomedical;entity-recognition
204,PubChemPy,Python wrapper for the PubChem PUG REST API,"A Python library that provides a convenient wrapper for the PubChem PUG REST API, allowing users to search, download, and manipulate chemical data from PubChem programmatically.",C3;C3-05,retrieval;api_wrapper;data_access,library,Python,https://github.com/mcs07/PubChemPy,https://pubchempy.readthedocs.io/,MIT,pubchem;api-wrapper;chemical-database
205,ApeTokenizer,Tokenizer for chemical SMILES and SELFIES sequences,"A specialized tokenizer designed for processing chemical string representations like SMILES and SELFIES, optimized for use with transformer-based machine learning models in chemistry.",C3;C3-05,tokenization;data_processing;nlp,library,Python,https://github.com/mikemayuare/apetokenizer,,NOASSERTION,tokenizer;smiles;selfies
206,Rxn-INSIGHT,Tool for analyzing chemical databases and predicting reaction conditions,A cheminformatics tool for analyzing chemical reaction databases and predicting reaction conditions. It aids in understanding reaction patterns and optimizing synthetic routes.,C3,prediction;analysis;reaction_conditions,solver,Python,https://github.com/mrodobbe/Rxn-INSIGHT,,MIT,reaction-prediction;cheminformatics;reaction-conditions
207,Cactus,LLM Agent leveraging cheminformatics tools for informed responses,"An LLM-based agent developed by PNNL that integrates various cheminformatics tools to provide accurate and informed responses to chemistry-related queries, acting as a retrieval-augmented generation system.",C3;C3-05,agent;rag;qa,solver,Jupyter Notebook,https://github.com/pnnl/cactus,,BSD-2-Clause,llm-agent;cheminformatics;rag
208,ChemSpot,Named entity recognition tool for identifying chemical mentions in natural language texts,"ChemSpot is a tool designed to identify mentions of chemicals in text, covering trivial names, drugs, abbreviations, molecular formulas, and IUPAC entities. It employs a hybrid approach combining a Conditional Random Field (CRF) with a dictionary to handle the diverse naming characteristics of chemical entities.",C3;C3-05,named_entity_recognition;information_extraction;text_mining,solver,Java,https://github.com/rockt/ChemSpot,,NOASSERTION,ner;chemistry;nlp;text-mining
209,RXNMapper,Unsupervised attention-guided atom-mapping tool for chemical reactions,"RXNMapper provides a method for atom-mapping chemical reactions using an unsupervised attention-guided approach. It extracts organic chemistry grammar from chemical reactions, serving as a critical component for reaction prediction and mechanism understanding tasks.",C3;C3-05,atom_mapping;reaction_grammar_extraction;data_processing,library,Python,https://github.com/rxn4chemistry/rxnmapper,https://advances.sciencemag.org/content/7/15/eabe4166,MIT,atom-mapping;transformers;reaction-prediction;chemistry
210,MolFlux,A foundational package for molecular predictive modelling and drug discovery,"A Python library developed by Exscientia for molecular predictive modelling. It provides a foundational framework to build, train, and evaluate models for drug discovery and chemical properties, integrating with the Hugging Face ecosystem.",C3;Chemistry,molecular_modelling;property_prediction,library,Python,https://github.com/Exscientia/molflux,https://exscientia.github.io/molflux/,MIT,drug-discovery;machine-learning;molecular-modelling
211,USPTO-LLM,LLM-assisted information-enriched chemical reaction dataset,"A dataset and benchmarking resource derived from USPTO data, enriched using Large Language Models to assist in chemical reaction prediction and analysis tasks.",C3;C3-06,dataset_generation;reaction_prediction,dataset,Jupyter Notebook,https://github.com/GONGSHUKAI/USPTO_LLM,,MIT,chemical-reaction;dataset;llm
212,PaRoutes,Framework for benchmarking multi-step retrosynthesis predictions,A framework designed to benchmark route predictions in multi-step retrosynthesis. It provides tools to evaluate the feasibility and efficiency of synthetic routes generated by AI models.,C3;C3-06,benchmarking;retrosynthesis,platform,Python,https://github.com/MolecularAI/PaRoutes,https://molecularai.github.io/PaRoutes/,Apache-2.0,retrosynthesis;benchmarking;synthetic-routes
213,rxnpredict,Predicting reaction performance using machine learning,"An R package for predicting the performance (e.g., yield, selectivity) of chemical reactions using machine learning techniques.",C3,reaction_prediction;yield_prediction,solver,R,https://github.com/doylelab/rxnpredict,,MIT,reaction-prediction;machine-learning;chemistry
214,chembench,Automated benchmark for evaluating LLMs on chemistry tasks,A Python package for benchmarking Large Language Models (LLMs) on various chemistry-related questions and tasks to assess their domain knowledge and reasoning.,C3;C3-06,benchmarking;llm_evaluation,platform,Python,https://github.com/lamalab-org/chembench,https://lamalab-org.github.io/chembench/,MIT,chemistry;llm;benchmark
215,smiles2actions,Action sequence prediction for chemical equations,A tool to predict the sequence of experimental actions required to perform a chemical reaction given its chemical equation (SMILES).,C3,action_prediction;lab_automation,solver,Python,https://github.com/rxn4chemistry/smiles2actions,,MIT,smiles;robotic-synthesis;action-prediction
216,ChemBench,MoleculeNet benchmark dataset & MolMapNet dataset loader,"A repository providing access to MoleculeNet benchmark datasets and MolMapNet datasets, facilitating the evaluation of molecular property prediction models.",C3;C3-06,benchmarking;dataset_access,dataset,HTML,https://github.com/shenwanxiang/ChemBench,,NOASSERTION,benchmark;moleculenet;dataset
217,SciML-Bench,SciML Benchmarking Suite for AI for Science,"A benchmarking suite designed to evaluate AI models across various scientific domains (AI for Science), providing standardized metrics and datasets.",C3;C3-06,benchmarking;scientific_machine_learning,platform,Python,https://github.com/stfc-sciml/sciml-bench,https://sciml-bench.readthedocs.io/,MIT,sciml;benchmark;ai4s
218,LinChemIn,Toolkit for analyzing and benchmarking chemical synthetic routes,A Python toolkit that leverages the connectivity of chemical reaction data to provide actionable insights and calculate metrics on predicted chemical synthetic routes from various CASP tools.,C3;C3-06,route_analysis;benchmarking,library,Python,https://github.com/syngenta/linchemin,https://syngenta.github.io/linchemin/,MIT,synthetic-routes;metrics;casp
